_id,LicenseType,Breed,Color,DogName,OwnerZip,ExpYear,ValidDate
19888813,Dog Senior Lifetime Neutered Male,BEAGLE MIX,WHITE/BROWN,BUD,15133,2099,2009-03-24T15:31:35
19888814,Dog Lifetime Neutered Male,BEAGLE,WHITE/BROWN,RUSTY,15017,2099,2009-03-24T15:44:41
19888815,Dog Lifetime Spayed Female,WEIMARANER,GREY,MACKENZIE,15227,2099,2009-03-24T15:49:13
19888816,Dog Lifetime Neutered Male,COCKER SPANIEL,BUFF,SUNNY,15126,2099,2009-03-24T15:55:33
19888817,Dog Lifetime Male,LABRADOR RETRIEVER,YELLOW,JUDAH,15146,2099,2009-03-25T08:05:21
19888818,Dog Lifetime Neutered Male,MIXED,BLACK/BROWN,GENO,15237,2099,2009-03-25T08:35:23
19888819,Dog Lifetime Spayed Female,MIXED,WHITE/BROWN,LACY,15049,2099,2009-03-25T15:59:58
19888820,Dog Lifetime Female,COLLIE,TRI-COLOR,SAM,15239,2099,2009-03-25T16:00:02
19888821,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,IZZIE,15108,2099,2009-03-26T08:59:54
19888822,Dog Lifetime Neutered Male,GORDON SETTER,BLACK/BROWN,COOPER,15015,2099,2009-03-26T10:38:39
19888823,Dog Senior Lifetime Spayed Female,GER SHEPHERD,SABLE,ICEY,15239,2099,2009-03-26T13:14:50
19888824,Dog Lifetime Neutered Male,SFT COAT WHEAT TERR,WHEATON,KADEN,15237,2099,2009-03-26T16:07:17
19888825,Dog Lifetime Spayed Female,DACHSHUND,BLACK/BROWN,MOXIE,15237,2099,2009-03-26T16:07:18
19888826,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,HOSMER,15108,2099,2016-04-19T14:08:17
19888827,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,RED,MYLEE,16046,2099,2016-04-19T14:11:13
19888828,Dog Senior Lifetime Neutered Male,FOX TERRIER SMOOTH,WHITE/BLACK,TOOLOOSE,15108,2099,2016-04-19T14:51:31
19888829,Dog Lifetime Spayed Female,AIREDALE TERRIER,BLACK/BROWN,OLIVE,15136,2099,2016-04-19T15:49:10
19888830,Dog Lifetime Neutered Male,TAG,WHITE/BLACK/BROWN,GRIFFEY,15129,2099,2016-04-20T08:34:50
19888831,Dog Lifetime Neutered Male,TAG,WHITE/BLACK/BROWN,GRIFFEY,15129,2099,2016-04-19T16:08:50
19888832,Dog Lifetime Spayed Female,LAB MIX,BLACK,SCOUT,15090,2099,2016-04-20T08:23:19
19888833,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,BROWN,RUBY,15116,2099,2016-04-20T08:23:19
19888834,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,SAMMY,15148,2099,2016-04-20T15:20:12
19888835,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BROWN,PORTER,15102,2099,2016-04-20T15:33:23
19888836,Dog Senior Lifetime Spayed Female,WATER DOG SPANISH,WHITE/BROWN,AGGIE,15143,2099,2016-04-20T16:18:50
19888837,Dog Lifetime Spayed Female,LAB MIX,BROWN,LENORE,15037,2099,2016-04-20T16:18:50
19888838,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,OAKLEY,15131,2099,2016-04-20T16:18:50
19888839,Dog Lifetime Spayed Female,LAB MIX,WHITE/BROWN,CHLOE,15135,2099,2016-04-21T11:21:50
19888840,Dog Senior Lifetime Spayed Female,SHETLAND SHEEPDOG,SABLE,DELTA,15223,2099,2016-04-21T11:22:18
19888841,Dog Lifetime Neutered Male,LAB MIX,BLONDE,MURPHY DOUDS,15090,2099,2016-04-22T08:51:38
19888842,Dog Senior Lifetime Spayed Female,LABRADOR RETRIEVER,YELLOW,LUCY,15241,2099,2016-04-22T10:51:16
19888843,Dog Senior Lifetime Neutered Male,WHIPPET,BRINDLE,DIGBY,15120,2099,2016-04-22T10:51:17
19888844,Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK/BROWN,GHOST,15239,2099,2016-04-22T16:01:26
19888845,Dog Senior Lifetime Spayed Female,ITALIAN GREYHOUND,WHITE/BROWN,COCO,15120,2099,2016-04-22T10:51:17
19888846,Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK/BROWN,GHOST,15239,2099,2016-04-22T10:49:32
19888847,Dog Lifetime Neutered Male,AM BULLDOG,WHITE/TAN,RUGAR,15102,2099,2016-04-22T11:25:56
19888848,Dog Lifetime Neutered Male,POODLE TOY,BLACK,WINSTON,15241,2099,2016-04-22T11:28:36
19888849,Dog Lifetime Neutered Male,BISHON FRISE MIX,WHITE,COOPER,15090,2099,2016-04-25T08:50:05
19888850,Dog Lifetime Spayed Female,BEAGLE,MULTI,BAILEY,15108,2099,2016-04-25T08:50:06
19888851,Dog Lifetime Spayed Female,BRITTANY SPANIEL,WHITE/RED,LUCY,15147,2099,2016-04-22T16:00:45
19888852,Dog Senior Lifetime Spayed Female,GOLDEN RETRIEVER,WHITE,MAGGIE,15101,2099,2016-04-25T09:47:00
19888853,Dog Lifetime Spayed Female,GOLDENDOODLE,BLONDE,NATASHA REY,15133,2099,2016-04-25T10:03:40
19888854,Dog Lifetime Spayed Female,AUS SHEPHERD,WHITE/BLACK/BROWN,RYLEE,15215,2099,2016-04-25T10:31:39
19888855,Dog Lifetime Spayed Female,GREYHOUND,RED/BRINDLE,PADFOOT,15221,2099,2016-04-25T10:45:41
19888856,Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,RYDER,15024,2099,2016-04-25T10:52:28
19888857,Dog Senior Lifetime Neutered Male,YORKSHIRE TERR MIX,WHITE/BLACK/BROWN,PEPPY,15044,2099,2016-04-27T08:53:39
19888858,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HOLLY,15102,2099,2016-04-25T16:20:27
19888859,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,HOLLY,15102,2099,2016-04-25T11:25:19
19888860,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,GINGER,15132,2099,2016-04-25T12:04:29
19888861,Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,BUFF,SHILOH,15102,2099,2016-04-25T13:26:26
19888862,Dog Lifetime Neutered Male,GREYHOUND,FAWN,PRONGS,15221,2099,2016-04-25T13:26:26
19888863,Dog Lifetime Neutered Male,YORKSHIRE TERR MIX,WHITE/BLACK/GREY,BUDDY,15220,2099,2016-04-25T13:26:27
19888864,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,GABBY,15202,2099,2016-04-25T14:31:59
19888865,Dog Lifetime Spayed Female,CHIHUAHUA MIX,WHITE/BLACK/BROWN,GRACIE,15140,2099,2016-04-25T14:43:03
19888866,Dog Senior Lifetime Neutered Male,TERRIER MIX,BLONDE,COPPER,15205,2099,2016-04-25T15:10:40
19888867,Dog Lifetime Spayed Female,LHASA APSO MIX,WHITE,ETHEL,15129,2099,2016-04-25T15:20:52
19888868,Dog Lifetime Spayed Female,PEKINGESE,BLACK/BROWN,LUCY,15129,2099,2016-04-25T15:20:53
19888869,Dog Lifetime Female,IRISH TERRIER,RED,BAILEY,15235,2099,2016-04-27T09:40:01
19888870,Dog Lifetime Spayed Female,DACHSHUND,RED,MIA,15137,2099,2016-04-27T09:58:40
19888871,Dog Lifetime Spayed Female,BORD COLLIE,WHITE/BLACK,ROXY,15229,2099,2016-04-27T10:35:10
19888872,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,LUNA,15037,2099,2016-04-27T10:46:57
19888873,Dog Lifetime Neutered Male,MALTESE,WHITE,MARVEL,15237,2099,2016-04-27T11:11:56
19888874,Dog Lifetime Female,MALTESE,WHITE,LILY,15239,2099,2016-04-27T11:28:15
19888875,Dog Lifetime Neutered Male,BRITTANY SPANIEL,WHITE/RED,D.J.,15068,2099,2016-04-27T13:20:51
19888876,Dog Senior Lifetime Neutered Male,LAB MIX,BLACK/BROWN,TUCKER,15202,2099,2016-04-27T13:38:39
19888877,Dog Lifetime Neutered Male,DACHSHUND MIX,RED,LOUIS,15137,2099,2016-04-27T14:09:56
19888878,Dog Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/TAN,ZOEY,15133,2099,2016-04-27T16:22:40
19888879,Dog Lifetime Neutered Male,BORDER TERRIER,WHITE/BLACK/BROWN,MAC,15090,2099,2016-04-27T16:22:40
19888880,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,BROWN,BEAR,15237,2099,2016-04-28T10:00:45
19888881,Dog Senior Lifetime Neutered Male,TAG,BLACK,BUDDY,15237,2099,2016-04-28T14:57:27
19888882,Dog Lifetime Spayed Female,BOXER,FAWN,ANGEL,15025,2099,2016-04-29T08:51:09
19888883,Dog Senior Lifetime Neutered Male,YORKSHIRE TERR MIX,BLACK/BROWN/TAN,POCO,15102,2099,2016-04-28T16:17:07
19888884,Dog Lifetime Neutered Male,LAB MIX,BLACK/BROWN,ROCKY,15221,2099,2016-04-28T16:17:07
19888885,Dog Senior Lifetime Spayed Female,MIXED,WHITE/BLACK,MAGGIE MAE,15228,2099,2016-04-28T15:28:24
19888886,Dog Lifetime Neutered Male,AM PITT BULL MIX,BROWN/BLONDE,BEAU,15146,2099,2016-04-28T16:17:08
19888887,Dog Lifetime Spayed Female,LHASA APSO,BEIGE,COCO,15017,2099,2016-04-28T16:17:08
19888888,Dog Lifetime Neutered Male,COCKER SPANIEL MIX,WHITE/BROWN,SKIPPER,15235,2099,2016-04-28T15:42:12
19888889,Dog Lifetime Neutered Male,CHIHUAHUA,WHITE/BLACK,KELO,15227,2099,2016-04-28T16:17:09
19888890,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BROWN,CARMEL,15140,2099,2016-04-28T15:54:35
19888891,Dog Lifetime Spayed Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,STELLA,15143,2099,2016-04-28T16:17:09
19888892,Dog Lifetime Spayed Female,GOLDENDOODLE,TAN,BAILEY,15131,2099,2016-04-28T16:17:09
19888893,Dog Lifetime Male,VIZSLA,RUST,AUGGIE,15223,2099,2016-04-28T16:17:10
19888894,Dog Lifetime Spayed Female,AM PIT BULL TERRIER,BROWN,ROXI,15136,2099,2016-04-28T16:14:14
19888895,Dog Lifetime Spayed Female,BEAGLE,BROWN,HONEY,15227,2099,2016-04-28T16:17:11
19888896,Dog Lifetime Neutered Male,BOXER,WHITE/BROWN,BAXTER,15227,2099,2016-04-28T16:17:11
19888897,Dog Senior Lifetime Neutered Male,CHIHUAHUA,SPOTTED,SCOOPY,15237,2099,2016-04-29T09:54:04
19888898,Dog Lifetime Spayed Female,SIB HUSKY,SILVER,HEIDI,15235,2099,2016-04-29T12:15:05
19888899,Dog Lifetime Neutered Male,SHIH TZU,WHITE/BROWN,KODY,15132,2099,2016-04-29T12:15:05
19888900,Dog Lifetime Male,ENG SETTER,TRI-COLOR,TELLER,15120,2099,2016-04-29T15:30:20
19888901,Dog Lifetime Neutered Male,COCKAPOO,SPOTTED,SAMMY,15208,2099,2016-05-03T08:43:55
19888902,Dog Senior Lifetime Neutered Male,COCKAPOO,SPOTTED,SAMMY,15208,2099,2016-05-03T08:43:55
19888903,Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,WHITE/BLACK,LUCY,15237,2099,2016-05-02T08:07:25
19888904,Dog Lifetime Male,GER SHEPHERD,SPOTTED,AXEL,15108,2099,2016-05-02T08:23:27
19888905,Dog Lifetime Neutered Male,GOLDENDOODLE,CREAM,CHESTER STANLEY,15241,2099,2016-05-02T10:25:05
19888906,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,WHITE,BUDDY,15218,2099,2016-05-02T10:11:31
19888907,Dog Lifetime Spayed Female,DOBERMAN PINSCHER,RED,JEWEL,15202,2099,2016-05-02T10:25:05
19888908,Dog Lifetime Neutered Male,AM PITT BULL MIX,WHITE/BROWN,COOPER,15234,2099,2016-05-02T10:25:06
19888909,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,EVE,15014,2099,2016-05-02T10:59:59
19888910,Dog Senior Lifetime Spayed Female,POODLE STANDARD,BLACK,COCO,15108,2099,2016-05-02T11:03:06
19888911,Dog Lifetime Neutered Male,SCHNOODLE,WHITE/BLACK,COOPER,15024,2099,2016-05-02T11:12:06
19888912,Dog Lifetime Spayed Female,GOLDEN RETRIEV MIX,TAN,RIDLEY,15101,2099,2016-05-02T11:27:02
19888913,Dog Senior Lifetime Spayed Female,MALTI-POO,WHITE,LAYLA,15071,2099,2016-05-02T13:53:55
19888914,Dog Lifetime Neutered Male,CHIHUAHUA,BROWN,BENTLEY,15235,2099,2016-05-02T13:53:55
19888915,Dog Lifetime Neutered Male,LAB MIX,BLACK,FINN,15237,2099,2016-05-02T13:53:56
19888916,Dog Lifetime Spayed Female,SFT COAT WHEAT TERR,WHITE/BROWN,MACY,15146,2099,2016-05-02T13:53:56
19888917,Dog Lifetime Spayed Female,NEAPOLITAN MASTIFF,WHITE/BLUE,NYX,15071,2099,2016-05-02T13:53:57
19888918,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,CREAM,DAISY,15133,2099,2016-05-02T13:53:57
19888919,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,BRINLEY,15136,2099,2016-05-02T13:53:57
19888920,Dog Lifetime Neutered Male,TAG,BLACK,DIGBY DOO,15237,2099,2016-05-02T13:52:06
19888921,Dog Lifetime Neutered Male,SHIH TZU,WHITE/BLACK,VINNIE,15102,2099,2016-05-02T13:53:58
19888922,Dog Lifetime Spayed Female,SHIH TZU,WHITE/BROWN,NIKKI,15102,2099,2016-05-02T13:53:58
19888923,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,TUCKER,15243,2099,2016-05-02T14:31:23
19888924,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BROWN,FRANKIE,15044,2099,2016-05-02T14:19:21
19888925,Dog Senior Lifetime Spayed Female,MIXED,SPOTTED,LEXI,15071,2099,2016-05-02T14:31:24
19888926,Dog Lifetime Spayed Female,CAV KING CHAR SPANI,WHITE/BLACK/BROWN,HANNAH,15122,2099,2016-05-02T14:31:24
19888927,Dog Lifetime Spayed Female,GOLDEN RETRIEVER,GOLD,LUNA,15216,2099,2016-05-02T14:58:33
19888928,Dog Lifetime Spayed Female,TERRIER MIX,WHITE/TAN,LUCY,15205,2099,2016-05-03T10:52:17
19888929,Dog Lifetime Spayed Female,MIXED,FAWN,ELLIE MAE,15017,2099,2016-05-03T11:04:39
19888930,Dog Lifetime Spayed Female,MIXED,FAWN,ABBY,15239,2099,2016-05-03T11:17:14
19888931,Dog Lifetime Neutered Male,MIXED,WHITE/BLACK,MAX,15143,2099,2016-05-03T11:26:12
19888932,Dog Lifetime Spayed Female,BEAGLE,SPOTTED,TRIXIE,15236,2099,2016-05-03T12:56:48
19888933,Dog Senior Lifetime Spayed Female,BEAGLE,WHITE,SASSY,15133,2099,2016-05-03T13:59:10
19888934,Dog Senior Lifetime Spayed Female,GOLDENDOODLE,TAN,LIZZIE,15243,2099,2016-05-03T15:04:52
19888935,Dog Senior Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BENNY,15065,2099,2016-05-03T16:05:44
19888936,Dog Lifetime Neutered Male,CHIHUAHUA,BLACK/TAN,KOKO,15238,2099,2016-05-03T16:05:45
19888937,Dog Lifetime Neutered Male,BEAGLE,WHITE/BLACK/BROWN,OBI,15126,2099,2016-05-03T16:05:45
19888938,Dog Lifetime Neutered Male,AM PIT BULL TERRIER,WHITE/TAN,DIESEL,15003,2099,2016-05-03T16:05:46
19888939,Dog Lifetime Neutered Male,SHIH TZU MIX,TAN,COPPER,15129,2099,2016-05-03T16:05:46
19888940,Dog Lifetime Spayed Female,BELG SHEEPDOG,BLACK,JASMINE PELLARIN,15108,2099,2016-05-03T16:05:46
19888941,Dog Lifetime Neutered Male,POODLE MIN,APRICOT,BECK,15090,2099,2016-05-03T16:05:47
19888942,Dog Senior Lifetime Male,LABRADOR RETRIEVER,BLACK,BUSTER,15024,2099,2016-05-03T16:05:50
19888943,Dog Lifetime Spayed Female,BORD COLLIE MIX,WHITE/BLACK,GYPSY,15241,2099,2016-05-03T16:05:51
19888944,Dog Lifetime Spayed Female,TERRIER MIX,WHITE/BROWN,CHARLIE,15227,2099,2016-05-03T16:05:51
19888945,Dog Lifetime Neutered Male,TERRIER MIX,BLACK,MIDNIGHT,15143,2099,2016-05-03T16:05:52
19888946,Dog Lifetime Female,BERNESE MTN DOG,WHITE/BLACK/BROWN,HARLEY,15037,2099,2016-05-03T16:05:52
19888947,Dog Lifetime Spayed Female,GER SHEPHERD,TRI-COLOR,REMINGTON,15018,2099,2016-05-03T16:05:57
19888948,Dog Lifetime Female,BORDER TERRIER,BROWN,PIPER,15143,2099,2016-05-03T16:05:58
19888949,Dog Lifetime Duplicate,LABRADOODLE,BLACK,DIABLO,15120,2099,2016-05-04T10:27:30
19888950,Dog Senior Lifetime Spayed Female,MIXED,WHITE,DAISY,15147,2099,2016-05-04T13:25:38
19888951,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,BARRET,15122,2099,2016-05-04T14:03:56
19888952,Dog Lifetime Neutered Male,MIXED,WHITE/BROWN,CEASAR,15045,2099,2016-05-04T14:41:51
19888953,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,YELLOW,BEAU,15227,2099,2016-05-04T15:00:21
19888954,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/BROWN,RAIN,15202,2099,2016-05-04T15:12:46
19888955,Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,SPOTTED,RILEY,15090,2099,2016-05-05T09:15:45
19888956,Dog Lifetime Spayed Female,ENG SPRINGER SPANIE,SPOTTED,DAPHNE,15090,2099,2016-05-05T09:20:29
19888957,Dog Lifetime Neutered Male,WEIMARANER,SILVER,DUKE,15243,2099,2016-05-05T09:32:54
19888958,Dog Lifetime Spayed Female,HAVANESE,BLACK,PIPER,15241,2099,2016-05-05T09:50:06
19888959,Dog Lifetime Duplicate,AM PITT BULL MIX,BRINDLE,LANA,15235,2099,2016-05-05T10:07:18
19888960,Dog Lifetime Spayed Female,AM BULLDOG,WHITE/BROWN,RILEY,15225,2099,2016-05-05T14:57:44
19888961,Dog Lifetime Spayed Female,TERRIER MIX,BRINDLE,AUBIE,15102,2099,2016-05-05T10:59:49
19888962,Dog Lifetime Spayed Female,POODLE MIX,TAN,GRACIE,15108,2099,2016-05-05T11:26:39
19888963,Dog Lifetime Neutered Male,TAG,TAN,ROCKY,15228,2099,2016-05-05T11:27:02
19888964,Dog Lifetime Spayed Female,GOLDENDOODLE,WHITE,NOEL,15228,2099,2016-05-05T11:42:19
19888965,Dog Lifetime Spayed Female,GER SHEPHERD,BLACK/TAN,MISS OLINDA,15218,2099,2016-05-05T12:23:36
19888966,Dog Lifetime Neutered Male,POODLE STANDARD,WHITE,QUINCY,15131,2099,2016-05-05T12:23:37
19888967,Dog Lifetime Neutered Male,LAB MIX,BLACK,HARVEY,15063,2099,2016-05-05T12:23:37
19888968,Dog Lifetime Neutered Male,SIB HUSKY,WHITE/RED,BEAR,15120,2099,2016-05-05T12:23:38
19888969,Dog Lifetime Neutered Male,SIB HUSKY,WHITE/BLACK,DRACO,15120,2099,2016-05-05T12:23:38
19888970,Dog Lifetime Duplicate,POODLE TOY,FAWN,BENTLEY,15234,2099,2016-05-05T12:30:09
19888971,Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,KENZI,15237,2099,2016-05-05T15:21:34
19888972,Dog Lifetime Spayed Female,MIXED,WHITE/BLACK/BROWN,LILY,15108,2099,2016-05-05T15:28:23
19888973,Dog Lifetime Neutered Male,BORD COLLIE MIX,WHITE/BLACK,MOOSE,15227,2099,2016-05-05T15:36:45
19888974,Dog Lifetime Spayed Female,MIXED,BROWN,ROXY REY,15237,2099,2016-05-05T15:46:56
19888975,Dog Lifetime Duplicate,GER SHEPHERD MIX,WHITE/BROWN,PENNY,15218,2099,2016-05-09T08:45:59
19888976,Dog Lifetime Duplicate,GER SHEPHERD,BLACK/BROWN/TAN,CAESAR,15090,2099,2016-05-09T08:45:59
19888977,Dog Lifetime Spayed Female,BULL TERRIER,WHITE,PENNY,15235,2099,2016-05-06T15:20:39
19888978,Dog Lifetime Spayed Female,MIXED,BLACK/BROWN,KALI,15136,2099,2016-05-09T09:52:17
19888979,Dog Lifetime Neutered Male,BOXER MIX,WHITE/TAN,BENNY,15136,2099,2016-05-09T11:53:41
19888980,Dog Senior Lifetime Neutered Male,YORKSHIRE TERR MIX,WHITE/BLACK/BROWN,HENRY,15236,2099,2016-05-09T11:53:41
19888981,Dog Lifetime Spayed Female,GOLDENDOODLE,WHITE,HOLLY,15143,2099,2016-05-09T11:07:32
19888982,Dog Lifetime Spayed Female,FRENCH BULLDOG,BLACK,LUNA,15237,2099,2016-05-09T11:28:18
19888983,Dog Lifetime Neutered Male,BASSET HOUND MIX,SPOTTED,BEAU,15202,2099,2016-05-09T15:47:35
19888984,Dog Lifetime Neutered Male,TERRIER,WHITE/BROWN,TIDUS,15221,2099,2016-05-09T14:58:45
19888985,Dog Lifetime Spayed Female,LAB MIX,BROWN,AVA,15215,2099,2016-05-09T15:06:29
19888986,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BLACK,LEVI,15045,2099,2016-05-09T15:33:59
19888987,Dog Lifetime Spayed Female,CHES BAY RETRIEVER,TAN,ELKE,15228,2099,2016-05-09T15:45:25
19888988,Dog Senior Lifetime Spayed Female,AM PIT BULL TERRIER,WHITE/BROWN,JESSIE,15132,2099,2016-05-10T09:48:51
19888989,Dog Lifetime Spayed Female,BOXER,WHITE/BROWN,OAKLEY,15106,2099,2016-05-10T09:48:51
19888990,Dog Lifetime Male,OLD ENG BULLDOG,WHITE/BLACK/BROWN,GUS,15202,2099,2016-05-10T09:48:52
19888991,Dog Lifetime Spayed Female,AM PITT BULL MIX,TAN,SWEET THING,15132,2099,2016-05-10T11:11:11
19888992,Dog Lifetime Spayed Female,GOLDENDOODLE,BROWN,BAILEY,15241,2099,2016-05-10T11:12:39
19888993,Dog Senior Lifetime Spayed Female,GER SHEPHERD MIX,BLACK/TAN,BETSY,15235,2099,2016-05-10T11:35:53
19888994,Dog Senior Lifetime Neutered Male,SCHNAUZER MIN,WHITE/BLACK,BAXTER,15241,2099,2016-05-10T11:35:53
19888995,Dog Lifetime Neutered Male,LABRADOR RETRIEVER,BROWN,DEXTER,15147,2099,2016-05-10T11:35:54
19888996,Dog Lifetime Spayed Female,AM PITT BULL MIX,BROWN,CARMELLA,15063,2099,2016-05-10T11:35:54
19888997,Dog Lifetime Spayed Female,BEAGLE,WHITE/TAN,REMI,15063,2099,2016-05-10T11:35:55
19888998,Dog Senior Lifetime Spayed Female,LAB MIX,BLACK,AURURA,15136,2099,2016-05-10T12:59:54
19888999,Dog Lifetime Neutered Male,GOLDENDOODLE,TAN,CASH JR,15071,2099,2016-05-10T13:04:13
19889000,Dog Senior Lifetime Spayed Female,JACK RUSSEL TERRIER,WHITE/BLACK,ROSIE,15221,2099,2016-05-10T13:50:56
19889001,Dog Lifetime Female,COCKER SPANIEL,BLACK/TAN,DAZZLE,15071,2099,2016-05-10T13:53:21
19889002,Dog Lifetime Spayed Female,TERRIER MIX,WHITE,SOPHIE,15228,2099,2016-05-10T16:01:46
19889003,Dog Lifetime Male,TERRIER,BLACK,SAMMY,15139,2099,2016-05-11T11:54:02
19889004,Dog Senior Lifetime Spayed Female,YORKSHIRE TERRIER,WHITE/BLACK/BROWN,MISSY,15237,2099,2016-05-11T12:51:31
19889005,Dog Lifetime Neutered Male,BOXER MIX,BROWN,GUNNER,15012,2099,2016-05-11T12:51:31
19889006,Dog Lifetime Neutered Male,LABRADOODLE,BLACK,LOKI,15116,2099,2016-05-11T13:11:14
19889007,Dog Lifetime Spayed Female,SIB HUSKY MIX,WHITE/TAN,RAVEN,16046,2099,2016-05-11T15:04:20
19889008,Dog Senior Lifetime Neutered Male,GOLDEN RETRIEVER,GOLD,SAM,15237,2099,2016-05-11T15:09:06
19889009,Dog Lifetime Male,BELG SHEEPDOG,BLACK WITH WHITE,ALEX,15235,2099,2016-05-11T15:14:34
19889010,Dog Lifetime Duplicate,AM PITT BULL MIX,WHITE/BROWN,BAXTER,15221,2099,2016-05-11T15:14:53
19889011,Dog Lifetime Neutered Male,PAPILLON,BROWN,SCRAPPY DOO,15108,2099,2016-05-11T16:03:39
19889012,Dog Lifetime Neutered Male,SHIH TZU MIX,WHITE/BROWN,JACKSON,15236,2099,2016-05-11T16:03:39
19889013,Dog Lifetime Duplicate,YORKSHIRE TERRIER,BLACK/TAN,SONNY,15237,2099,2016-05-12T10:06:00
19889014,Dog Senior Lifetime Neutered Male,SHIH TZU,BLACK/BROWN,HARLEY,15101,2099,2016-05-12T12:01:03
19889015,Dog Lifetime Spayed Female,AUS SHEPHERD,TRI-COLOR,DANICA PATCHES,15227,2099,2016-05-12T12:33:06
19889016,Dog Lifetime Neutered Male,SIB HUSKY MIX,WHITE/BLACK,CASTIEL,15065,2099,2016-05-12T13:27:18
19889017,Dog Lifetime Spayed Female,LABRADOR RETRIEVER,BLACK,MAGGIE,15090,2099,2016-05-12T13:29:10
19889018,Dog Lifetime Neutered Male,GER SHEPHERD,WHITE,KASH,15227,2099,2016-05-12T13:33:02
19889019,Dog Senior Lifetime Neutered Male,MIXED,BLACK/GREY,SAMMY,15147,2099,2016-05-12T13:35:51
19889020,Dog Lifetime Spayed Female,SCHNAUZER MIN,SALT/PEPPER,GABBY,15101,2099,2016-05-12T15:01:48
19889021,Dog Lifetime Neutered Male,MIXED,BRINDLE,NICO,15137,2099,2016-05-12T15:09:04
19889022,Dog Lifetime Spayed Female,BEAGLE MIX,WHITE/BLACK/BROWN,LOLA,15037,2099,2016-05-12T16:01:50
19889023,Dog Lifetime Spayed Female,BEAGLE,WHITE/BLACK/BROWN,EASTON,15101,2099,2016-05-13T10:37:05
19889024,Dog Senior Lifetime Spayed Female,DACHSHUND,BLACK,GRACIE,15044,2099,2016-05-16T08:10:34
19889025,Dog Lifetime Spayed Female,YORKSHIRE TERRIER,BLACK/BROWN,LILU,15235,2099,2016-05-16T08:54:16
19889026,Dog Lifetime Neutered Male,PUGGLE,BROWN,LEVI,15235,2099,2016-05-16T08:54:16
19889027,Dog Lifetime Neutered Male,CAV KING CHAR SPANI,RED,ROCCO,15090,2099,2016-05-16T13:45:37
19889028,Dog Senior Lifetime Spayed Female,MIXED,WHITE/BROWN,GINGER,15025,2099,2016-05-16T09:24:24
19889029,Dog Lifetime Neutered Male,NEWFOUNDLAND,WHITE/BLACK,PITCH,15235,2099,2016-05-16T13:45:38
19889030,Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK,HUDSON,15243,2099,2016-05-16T09:39:46
19889031,Dog Out of County Transfer - Lifetime,CHIHUAHUA,WHITE/BROWN,PIPER,15146,2099,2016-05-16T10:42:21
19889032,Dog Lifetime Male,MIXED,BLACK/BROWN,GHOSTEYES,15239,2099,2016-05-16T10:55:43
19889033,Dog Out of County Transfer - Lifetime,CHIHUAHUA MIX,WHITE,EMMA,15146,2099,2016-05-16T10:47:59
19889034,Dog Out of County Transfer - Lifetime,CHIHUAHUA,TAN,ROCKO,15146,2099,2016-05-16T10:51:18
19889035,Dog Lifetime Female,MIXED,BLACK/BROWN,ZOEY,15239,2099,2016-05-16T10:55:43
19889036,Dog Lifetime Neutered Male,GER SHEPHERD MIX,BLACK/BROWN,SCOUT,15057,2099,2016-05-16T10:58:44
19889037,Dog Lifetime Spayed Female,SIB HUSKY,WHITE/BLACK,TIKA,15044,2099,2016-05-16T11:13:56
